[
  ["00000000","00000000","00000000","00000000","00000000","01010100","01000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000100","00010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","01010100","00000000","00000000","00000000","01010100","01010100","00000000","00010100","00000000","01010000","01010100","01000000","00010100","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00010100","00000000","00000000","00000000","01010000","00000000","00000000","00000000","01000000","01000000","00000000","00010100","00000100","00000000","00000000","01010000","00010100","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000100","00000000","00000000","00000000","00000000","00000000","00000000","00010100","00000000","00000000","00000000","00000000","00000000","00010000","00000000","00000000","00000000","00000000","00000000","00010000","00000000","01010100","00000000","00000000","00010100","00000000","01010100","00000000","00000000","00000100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010000","00000000","01010100","00010100","01000000","00000000","00000000","00010000","00000000","00000000","00000000","00000000"],
  ["00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00010000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","01010100","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","01010100","00000000","00000000","01010100","00000000","01000000","00010000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","01010100","00000000","01010100","00000000","00000000","00010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000"],
  ["00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","01000000","00000000","01010100","00000000","01000000","00000000","01000000","00000000","01000000","00000000","00010100","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","01000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","01010000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","01000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","01000000","01000000"],
  ["00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00010000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","01010000","00000000","00000000","01010000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01000000","00000000","01010000","01010000","01010000","00000000","00000000","00000000","01010000","01000000","00000000","00000000","01010100","01000000","01010100","00000000","00000000","01000000","01010000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000"],
  ["00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00010100","00000000","00000000","00000000","01000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","01000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","01010100","00000000","00000000","01010100","00000000","00000000","00000000","2C0E0DFF","30100EFF","3D150EFF","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000100","00000000","01010000","00000000","00000000","00000000","01010000","01010100","00000000","00000000","00000000","00000000","01000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","01010000","00000000","01000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000"],
  ["01000000","00000000","00000000","00000000","00000000","00010100","01000000","00000000","01010000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01010000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01010100","00000000","00000100","01000000","00000000","01010000","00000000","00000000","00010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01000000","01000000","00000000","01010100","01010000","00000000","00000000","01000000","0C0B0B00","953D34FF","985D3FFF","92392DFF","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010000","00010000","00010100","00000000","00000000","00000000","01010100","00000000","00000000","01010100","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010100","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","01010100","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000"],
  ["01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000100","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","01010000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","C6BEB5FF","833531FF","7B4030FF","782E28FF","B0AA9FFF","01010000","00000000","01000000","01010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000100","00000000","01010000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01010100","01010000","00000100","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000100","01010100","01010100","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000"],
  ["01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","01010000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010100","00000000","01010100","01010000","00000000","00000000","00000000","00000000","00000000","D2CCC4FF","9A3C33FF","84312BFF","87342DFF","C4BAADFF","01010100","00010000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","01010100","00000000","00010100","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","01000000","00000000","01000000","00000000","01010000","00010000","00000000","01000000","01010000","00000000","01000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00010000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000"],
  ["00000000","00000000","00000000","01010000","00000000","01010000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","01000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","01000000","00000000","00000000","00000000","01000000","01010100","00000000","01010000","00000000","00000100","00000000","00000000","00000000","00000000","00000000","00000000","01010100","01000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","17161500","CEC7BDFF","9C3E34FF","843029FF","89312AFF","C4BBB0FF","17151300","00000000","00000000","01010000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","01010100","00000000","00000000","01000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","01010100","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000"],
  ["00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","00000000","00000000","00000000","01010000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","71655FFF","D1CBC1FF","963B31FF","87302AFF","862E28FF","C2B9ADFF","393631FF","00000000","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","01010000","01000000","00000000","00000000","00000000","00000000","00000100","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","01000000","00000000","00000000","00000000","01000000","00010000","01010000","01010100","00000000","00000000","00010100","00000000","00000000","00000000","00010100","00000000","00000000","00000000","00000000","00000000","00000000","00000000","01010100","00000000","00000000","00000000","01010100","00000000","00000000","01000000","00000000","00000000"],
